Entity,Day,daily_vaccinations
Idaho,08/03/2021,11146
Idaho,09/03/2021,11368
Idaho,10/03/2021,11225
Idaho,11/03/2021,11396
Idaho,12/03/2021,11431
Idaho,13/03/2021,11251
Idaho,14/03/2021,11304
Idaho,15/03/2021,11055
Idaho,16/03/2021,10980
Illinois,13/01/2021,18854
Illinois,14/01/2021,28330
Illinois,15/01/2021,30253
Illinois,16/01/2021,28158
Illinois,17/01/2021,26902
Illinois,18/01/2021,26064
Illinois,19/01/2021,25465
Illinois,20/01/2021,24867
Illinois,21/01/2021,23837
Illinois,22/01/2021,24248
Illinois,23/01/2021,27873
Illinois,24/01/2021,31080
Illinois,25/01/2021,31402
Illinois,26/01/2021,30390
Illinois,27/01/2021,32390
Illinois,28/01/2021,36114
Illinois,29/01/2021,39571
Illinois,30/01/2021,42007
Illinois,31/01/2021,44626
Illinois,01/02/2021,47373
Illinois,02/02/2021,47870
Illinois,03/02/2021,48845
Illinois,04/02/2021,50721
Illinois,05/02/2021,51860
Illinois,06/02/2021,54451
Illinois,07/02/2021,55733
Illinois,08/02/2021,57554
Illinois,09/02/2021,57815
Illinois,10/02/2021,61601
Illinois,11/02/2021,60923
Illinois,12/02/2021,61067
Illinois,13/02/2021,63229
Illinois,14/02/2021,64663
Illinois,15/02/2021,63802
Illinois,16/02/2021,68086
Illinois,17/02/2021,65188
Illinois,18/02/2021,61794
Illinois,19/02/2021,71364
Illinois,20/02/2021,69845
Illinois,21/02/2021,69331
Illinois,22/02/2021,64299
Illinois,23/02/2021,65950
Illinois,24/02/2021,66469
Illinois,25/02/2021,68866
Illinois,26/02/2021,66470
Illinois,27/02/2021,67681
Illinois,28/02/2021,69238
Illinois,01/03/2021,78880
Illinois,02/03/2021,77559
Illinois,03/03/2021,80143
Illinois,04/03/2021,84036
Illinois,05/03/2021,80655
Illinois,06/03/2021,86539
Illinois,07/03/2021,92781
Illinois,08/03/2021,95036
Illinois,09/03/2021,91731
Illinois,10/03/2021,92887
Illinois,11/03/2021,95719
Illinois,12/03/2021,102980
Illinois,13/03/2021,122334
Illinois,14/03/2021,103399
Illinois,15/03/2021,103731
Illinois,16/03/2021,111141
Indiana,13/01/2021,19490
Indiana,14/01/2021,20822
Indiana,15/01/2021,22822
Indiana,16/01/2021,21765
Indiana,17/01/2021,21131
Indiana,18/01/2021,20708
Indiana,19/01/2021,20406
Indiana,20/01/2021,20722
Indiana,21/01/2021,21950
Indiana,22/01/2021,21974
Indiana,23/01/2021,23875
Indiana,24/01/2021,21219
Indiana,25/01/2021,25109
Indiana,26/01/2021,23448
Indiana,27/01/2021,23971
Indiana,28/01/2021,23572
Indiana,29/01/2021,23885
Indiana,30/01/2021,23022
Indiana,31/01/2021,23022
Indiana,01/02/2021,16476
Indiana,02/02/2021,16209
Indiana,03/02/2021,16224
Indiana,04/02/2021,17007
Indiana,05/02/2021,18509
Indiana,06/02/2021,20369
Indiana,07/02/2021,20369
Indiana,08/02/2021,20369
Indiana,09/02/2021,21254
Indiana,10/02/2021,22565
Indiana,11/02/2021,22977
Indiana,12/02/2021,23240
Indiana,13/02/2021,38430
Indiana,14/02/2021,44158
Indiana,15/02/2021,46507
Indiana,16/02/2021,47242
Indiana,17/02/2021,45387
Indiana,18/02/2021,41992
Indiana,19/02/2021,45789
Indiana,20/02/2021,30805
Indiana,21/02/2021,30138
Indiana,22/02/2021,31003
Indiana,23/02/2021,29588
Indiana,24/02/2021,35377
Indiana,25/02/2021,47617
Indiana,26/02/2021,44421
Indiana,27/02/2021,45361
Indiana,28/02/2021,45786
Indiana,01/03/2021,46116
Indiana,02/03/2021,46529
Indiana,03/03/2021,42373
Indiana,04/03/2021,34034
Indiana,05/03/2021,34798
Indiana,06/03/2021,35551
Indiana,07/03/2021,36332
Indiana,08/03/2021,37786
Indiana,09/03/2021,38324
Indiana,10/03/2021,39535
Indiana,11/03/2021,40220
Indiana,12/03/2021,40240
Indiana,13/03/2021,46622
Indiana,14/03/2021,40366
Indiana,15/03/2021,40095
Indiana,16/03/2021,39686
Iowa,13/01/2021,13402
Iowa,14/01/2021,6701
Iowa,15/01/2021,7431
Iowa,16/01/2021,7071
Iowa,17/01/2021,6856
Iowa,18/01/2021,6712
Iowa,19/01/2021,6609
Iowa,20/01/2021,5394
Iowa,21/01/2021,6664
Iowa,22/01/2021,7089
Iowa,23/01/2021,7591
Iowa,24/01/2021,8316
Iowa,25/01/2021,8177
Iowa,26/01/2021,7575
Iowa,27/01/2021,7764
Iowa,28/01/2021,7679
Iowa,29/01/2021,7677
Iowa,30/01/2021,8252
Iowa,31/01/2021,8717
Iowa,01/02/2021,8752
Iowa,02/02/2021,8791
Iowa,03/02/2021,8940
Iowa,04/02/2021,9536
Iowa,05/02/2021,9861
Iowa,06/02/2021,10093
Iowa,07/02/2021,10887
Iowa,08/02/2021,12555
Iowa,09/02/2021,13183
Iowa,10/02/2021,14569
Iowa,11/02/2021,15445
Iowa,12/02/2021,16457
Iowa,13/02/2021,17707
Iowa,14/02/2021,18300
Iowa,15/02/2021,17966
Iowa,16/02/2021,19130
Iowa,17/02/2021,18104
Iowa,18/02/2021,17183
Iowa,19/02/2021,20590
Iowa,20/02/2021,20700
Iowa,21/02/2021,20425
Iowa,22/02/2021,20011
Iowa,23/02/2021,18460
Iowa,24/02/2021,18033
Iowa,25/02/2021,17644
Iowa,26/02/2021,14481
Iowa,27/02/2021,15317
Iowa,28/02/2021,16224
Iowa,01/03/2021,17665
Iowa,02/03/2021,17969
Iowa,03/03/2021,18878
Iowa,04/03/2021,20308
Iowa,05/03/2021,21006
Iowa,06/03/2021,25236
Iowa,07/03/2021,27631
Iowa,08/03/2021,29315
Iowa,09/03/2021,30238
Iowa,10/03/2021,30860
Iowa,11/03/2021,32297
Iowa,12/03/2021,33312
Iowa,13/03/2021,36182
Iowa,14/03/2021,29727
Iowa,15/03/2021,29290
Iowa,16/03/2021,28947
Kansas,13/01/2021,7382
Kansas,14/01/2021,6648
Kansas,15/01/2021,6504
Kansas,16/01/2021,6169
Kansas,17/01/2021,5968
Kansas,18/01/2021,5834
Kansas,19/01/2021,5738
Kansas,20/01/2021,5294
Kansas,21/01/2021,5553
Kansas,22/01/2021,5616
Kansas,23/01/2021,5995
Kansas,24/01/2021,6163
Kansas,25/01/2021,5921
Kansas,26/01/2021,5758
Kansas,27/01/2021,6527
Kansas,28/01/2021,8552
Kansas,29/01/2021,7635
Kansas,30/01/2021,8802
Kansas,31/01/2021,10031
Kansas,01/02/2021,10311
Kansas,02/02/2021,10351
Kansas,03/02/2021,10395
Kansas,04/02/2021,8732
Kansas,05/02/2021,10441
Kansas,06/02/2021,10533
Kansas,07/02/2021,10688
Kansas,08/02/2021,10886
Kansas,09/02/2021,10625
Kansas,10/02/2021,11215
Kansas,11/02/2021,11643
Kansas,12/02/2021,12445
Kansas,13/02/2021,12520
Kansas,14/02/2021,13386
Kansas,15/02/2021,12932
Kansas,16/02/2021,13096
Kansas,17/02/2021,12215
Kansas,18/02/2021,12129
Kansas,19/02/2021,16568
Kansas,20/02/2021,17264
Kansas,21/02/2021,17050
Kansas,22/02/2021,17302
Kansas,23/02/2021,17162
Kansas,24/02/2021,17963
Kansas,25/02/2021,17801
Kansas,26/02/2021,13437
Kansas,27/02/2021,13537
Kansas,28/02/2021,14348
Kansas,01/03/2021,15173
Kansas,02/03/2021,16024
Kansas,03/03/2021,16288
Kansas,04/03/2021,16959
Kansas,05/03/2021,17467
Kansas,06/03/2021,17771
Kansas,07/03/2021,17796
Kansas,08/03/2021,17429
Kansas,09/03/2021,17443
Kansas,10/03/2021,17816
Kansas,11/03/2021,19300
Kansas,12/03/2021,23459
Kansas,13/03/2021,20392
Kansas,14/03/2021,23738
Kansas,15/03/2021,23805
Kansas,16/03/2021,23636
Kentucky,13/01/2021,10322
Kentucky,14/01/2021,11750
Kentucky,15/01/2021,14211
Kentucky,16/01/2021,13239
Kentucky,17/01/2021,12656
Kentucky,18/01/2021,12267
Kentucky,19/01/2021,11989
Kentucky,20/01/2021,11644
Kentucky,21/01/2021,11361
Kentucky,22/01/2021,11342
Kentucky,23/01/2021,12270
Kentucky,24/01/2021,14871
Kentucky,25/01/2021,14535
Kentucky,26/01/2021,13736
Kentucky,27/01/2021,14189
Kentucky,28/01/2021,15294
Kentucky,29/01/2021,16071
Kentucky,30/01/2021,16434
Kentucky,31/01/2021,15030
Kentucky,01/02/2021,15440
Kentucky,02/02/2021,15339
Kentucky,03/02/2021,16019
Kentucky,04/02/2021,16226
Kentucky,05/02/2021,16733
Kentucky,06/02/2021,18738
Kentucky,07/02/2021,20520
Kentucky,08/02/2021,21305
Kentucky,09/02/2021,21299
Kentucky,10/02/2021,21364
Kentucky,11/02/2021,21774
Kentucky,12/02/2021,21820
Kentucky,13/02/2021,18949
Kentucky,14/02/2021,18632
Kentucky,15/02/2021,18642
Kentucky,16/02/2021,20419
Kentucky,17/02/2021,19273
Kentucky,18/02/2021,16853
Kentucky,19/02/2021,20370
Kentucky,20/02/2021,21020
Kentucky,21/02/2021,20748
Kentucky,22/02/2021,20619
Kentucky,23/02/2021,19979
Kentucky,24/02/2021,22140
Kentucky,25/02/2021,25953
Kentucky,26/02/2021,23723
Kentucky,27/02/2021,26254
Kentucky,28/02/2021,28005
Kentucky,01/03/2021,29618
Kentucky,02/03/2021,29971
Kentucky,03/03/2021,29627
Kentucky,04/03/2021,29933
Kentucky,05/03/2021,31075
Kentucky,06/03/2021,32688
Kentucky,07/03/2021,33445
Kentucky,08/03/2021,33861
Kentucky,09/03/2021,33230
Kentucky,10/03/2021,33797
Kentucky,11/03/2021,34243
Kentucky,12/03/2021,34069
Kentucky,13/03/2021,40384
Kentucky,14/03/2021,34676
Kentucky,15/03/2021,35519
Kentucky,16/03/2021,36245
Louisiana,13/01/2021,13415
Louisiana,14/01/2021,16520
Louisiana,15/01/2021,18399
Louisiana,16/01/2021,17400
Louisiana,17/01/2021,16802
Louisiana,18/01/2021,16402
Louisiana,19/01/2021,16117
Louisiana,20/01/2021,15459
Louisiana,21/01/2021,14798
Louisiana,22/01/2021,14241
Louisiana,23/01/2021,14664
Louisiana,24/01/2021,15330
Louisiana,25/01/2021,14323
Louisiana,26/01/2021,12869
Louisiana,27/01/2021,13478
Louisiana,28/01/2021,13785
Louisiana,29/01/2021,14380
Louisiana,30/01/2021,15126
Louisiana,31/01/2021,15661
Louisiana,01/02/2021,17390
Louisiana,02/02/2021,18620
Louisiana,03/02/2021,18602
Louisiana,04/02/2021,19155
Louisiana,05/02/2021,19727
Louisiana,06/02/2021,21403
Louisiana,07/02/2021,22318
Louisiana,08/02/2021,21552
Louisiana,09/02/2021,20531
Louisiana,10/02/2021,21437
Louisiana,11/02/2021,18434
Louisiana,12/02/2021,23529
Louisiana,13/02/2021,23556
Louisiana,14/02/2021,24173
Louisiana,15/02/2021,23289
Louisiana,16/02/2021,23607
Louisiana,17/02/2021,21794
Louisiana,18/02/2021,22356
Louisiana,19/02/2021,22636
Louisiana,20/02/2021,20294
Louisiana,21/02/2021,17909
Louisiana,22/02/2021,18023
Louisiana,23/02/2021,17480
Louisiana,24/02/2021,18460
Louisiana,25/02/2021,21130
Louisiana,26/02/2021,16953
Louisiana,27/02/2021,20243
Louisiana,28/02/2021,23208
Louisiana,01/03/2021,24764
Louisiana,02/03/2021,25309
Louisiana,03/03/2021,26690
Louisiana,04/03/2021,27950
Louisiana,05/03/2021,28701
Louisiana,06/03/2021,22933
Louisiana,07/03/2021,17710
Louisiana,08/03/2021,28759
Louisiana,09/03/2021,28836
Louisiana,10/03/2021,28808
Louisiana,11/03/2021,28794
Louisiana,12/03/2021,28694
Louisiana,13/03/2021,40621
Louisiana,14/03/2021,40490
Louisiana,15/03/2021,29510
Louisiana,16/03/2021,29733
Maine,13/01/2021,2303
Maine,14/01/2021,3092
Maine,15/01/2021,2061
Maine,16/01/2021,2349
Maine,17/01/2021,2522
Maine,18/01/2021,2637
Maine,19/01/2021,2719
Maine,20/01/2021,2703
Maine,21/01/2021,2768
Maine,22/01/2021,3609
Maine,23/01/2021,4095
Maine,24/01/2021,4609
Maine,25/01/2021,4758
Maine,26/01/2021,4421
Maine,27/01/2021,4717
Maine,28/01/2021,4956
Maine,29/01/2021,5259
Maine,30/01/2021,5581
Maine,31/01/2021,5791
Maine,01/02/2021,5960
Maine,02/02/2021,5837
Maine,03/02/2021,5229
Maine,04/02/2021,5464
Maine,05/02/2021,5147
Maine,06/02/2021,5223
Maine,07/02/2021,5442
Maine,08/02/2021,4666
Maine,09/02/2021,5961
Maine,10/02/2021,6780
Maine,11/02/2021,5687
Maine,12/02/2021,4859
Maine,13/02/2021,3517
Maine,14/02/2021,2114
Maine,15/02/2021,5320
Maine,16/02/2021,7232
Maine,17/02/2021,7028
Maine,18/02/2021,7028
Maine,19/02/2021,10702
Maine,20/02/2021,10725
Maine,21/02/2021,10778
Maine,22/02/2021,11632
Maine,23/02/2021,8756
Maine,24/02/2021,8988
Maine,25/02/2021,8993
Maine,26/02/2021,5331
Maine,27/02/2021,9148
Maine,28/02/2021,9187
Maine,01/03/2021,5270
Maine,02/03/2021,4985
Maine,03/03/2021,4155
Maine,04/03/2021,4162
Maine,05/03/2021,10949
Maine,06/03/2021,9450
Maine,07/03/2021,9505
Maine,08/03/2021,13348
Maine,09/03/2021,13985
Maine,10/03/2021,15285
Maine,11/03/2021,15438
Maine,12/03/2021,13488
Maine,13/03/2021,11286
Maine,14/03/2021,15838
Maine,15/03/2021,13689
Maine,16/03/2021,13699
Maryland,13/01/2021,31825
Maryland,14/01/2021,15912
Maryland,15/01/2021,16158
Maryland,16/01/2021,15424
Maryland,17/01/2021,14984
Maryland,18/01/2021,14690
Maryland,19/01/2021,14481
Maryland,20/01/2021,11441
Maryland,21/01/2021,13407
Maryland,22/01/2021,13258
Maryland,23/01/2021,14212
Maryland,24/01/2021,16770
Maryland,25/01/2021,16637
Maryland,26/01/2021,16846
Maryland,27/01/2021,18730
Maryland,28/01/2021,20043
Maryland,29/01/2021,22150
Maryland,30/01/2021,24053
Maryland,31/01/2021,23844
Maryland,01/02/2021,25352
Maryland,02/02/2021,24503
Maryland,03/02/2021,22451
Maryland,04/02/2021,21945
Maryland,05/02/2021,21726
Maryland,06/02/2021,21580
Maryland,07/02/2021,22796
Maryland,08/02/2021,22143
Maryland,09/02/2021,22275
Maryland,10/02/2021,24964
Maryland,11/02/2021,25665
Maryland,12/02/2021,26306
Maryland,13/02/2021,26485
Maryland,14/02/2021,26567
Maryland,15/02/2021,26595
Maryland,16/02/2021,27854
Maryland,17/02/2021,26002
Maryland,18/02/2021,26441
Maryland,19/02/2021,33219
Maryland,20/02/2021,34605
Maryland,21/02/2021,33824
Maryland,22/02/2021,34580
Maryland,23/02/2021,34934
Maryland,24/02/2021,36687
Maryland,25/02/2021,38368
Maryland,26/02/2021,32617
Maryland,27/02/2021,32315
Maryland,28/02/2021,34031
Maryland,01/03/2021,36088
Maryland,02/03/2021,36841
Maryland,03/03/2021,42073
Maryland,04/03/2021,42628
Maryland,05/03/2021,44105
Maryland,06/03/2021,46529
Maryland,07/03/2021,45662
Maryland,08/03/2021,43948
Maryland,09/03/2021,46381
Maryland,10/03/2021,43798
Maryland,11/03/2021,44967
Maryland,12/03/2021,44438
Maryland,13/03/2021,45112
Maryland,14/03/2021,45196
Maryland,15/03/2021,45630
Maryland,16/03/2021,45485
Massachusetts,13/01/2021,13361
Massachusetts,14/01/2021,14697
Massachusetts,15/01/2021,17698
Massachusetts,16/01/2021,17130
Massachusetts,17/01/2021,16789
Massachusetts,18/01/2021,16562
Massachusetts,19/01/2021,16399
Massachusetts,20/01/2021,16150
Massachusetts,21/01/2021,17092
Massachusetts,22/01/2021,16207
Massachusetts,23/01/2021,17195
Massachusetts,24/01/2021,18826
Massachusetts,25/01/2021,18595
Massachusetts,26/01/2021,17689
Massachusetts,27/01/2021,19112
Massachusetts,28/01/2021,19602
Massachusetts,29/01/2021,21411
Massachusetts,30/01/2021,22016
Massachusetts,31/01/2021,22768
Massachusetts,01/02/2021,25047
Massachusetts,02/02/2021,26111
Massachusetts,03/02/2021,23029
Massachusetts,04/02/2021,23228
Massachusetts,05/02/2021,23510
Massachusetts,06/02/2021,25720
Massachusetts,07/02/2021,28727
Massachusetts,08/02/2021,28204
Massachusetts,09/02/2021,29538
Massachusetts,10/02/2021,36924
Massachusetts,11/02/2021,38812
Massachusetts,12/02/2021,39662
Massachusetts,13/02/2021,40349
Massachusetts,14/02/2021,43617
Massachusetts,15/02/2021,44264
Massachusetts,16/02/2021,44945
Massachusetts,17/02/2021,40922
Massachusetts,18/02/2021,41458
Massachusetts,19/02/2021,50527
Massachusetts,20/02/2021,52268
Massachusetts,21/02/2021,48704
Massachusetts,22/02/2021,50396
Massachusetts,23/02/2021,50460
Massachusetts,24/02/2021,51877
Massachusetts,25/02/2021,51691
Massachusetts,26/02/2021,44151
Massachusetts,27/02/2021,44129
Massachusetts,28/02/2021,44201
Massachusetts,01/03/2021,47791
Massachusetts,02/03/2021,48248
Massachusetts,03/03/2021,50086
Massachusetts,04/03/2021,52052
Massachusetts,05/03/2021,54321
Massachusetts,06/03/2021,56816
Massachusetts,07/03/2021,58920
Massachusetts,08/03/2021,56508
Massachusetts,09/03/2021,55479
Massachusetts,10/03/2021,61397
Massachusetts,11/03/2021,62186
Massachusetts,12/03/2021,62530
Massachusetts,13/03/2021,68528
Massachusetts,14/03/2021,59056
Massachusetts,15/03/2021,60226
Massachusetts,16/03/2021,58190
Michigan,13/01/2021,63834
Michigan,14/01/2021,49775
Michigan,15/01/2021,45499
Michigan,16/01/2021,41587
Michigan,17/01/2021,39240
Michigan,18/01/2021,37676
Michigan,19/01/2021,36558
Michigan,20/01/2021,31013
Michigan,21/01/2021,31658
Michigan,22/01/2021,33039
Michigan,23/01/2021,36947
Michigan,24/01/2021,38769
Michigan,25/01/2021,39100
Michigan,26/01/2021,36954
Michigan,27/01/2021,37632
Michigan,28/01/2021,37939
Michigan,29/01/2021,38744
Michigan,30/01/2021,38537
Michigan,31/01/2021,40251
Michigan,01/02/2021,39730
Michigan,02/02/2021,39030
Michigan,03/02/2021,38605
Michigan,04/02/2021,37770
Michigan,05/02/2021,38216
Michigan,06/02/2021,38680
Michigan,07/02/2021,39273
Michigan,08/02/2021,39547
Michigan,09/02/2021,42057
Michigan,10/02/2021,45237
Michigan,11/02/2021,47606
Michigan,12/02/2021,47350
Michigan,13/02/2021,49239
Michigan,14/02/2021,50433
Michigan,15/02/2021,49802
Michigan,16/02/2021,49589
Michigan,17/02/2021,45997
Michigan,18/02/2021,43820
Michigan,19/02/2021,52608
Michigan,20/02/2021,49455
Michigan,21/02/2021,46954
Michigan,22/02/2021,48744
Michigan,23/02/2021,46929
Michigan,24/02/2021,51942
Michigan,25/02/2021,54903
Michigan,26/02/2021,47438
Michigan,27/02/2021,51665
Michigan,28/02/2021,54967
Michigan,01/03/2021,55008
Michigan,02/03/2021,57718
Michigan,03/03/2021,54200
Michigan,04/03/2021,53383
Michigan,05/03/2021,55595
Michigan,06/03/2021,55951
Michigan,07/03/2021,56925
Michigan,08/03/2021,58331
Michigan,09/03/2021,56822
Michigan,10/03/2021,58203
Michigan,11/03/2021,60359
Michigan,12/03/2021,61128
Michigan,13/03/2021,62789
Michigan,14/03/2021,64172
Michigan,15/03/2021,57787
Michigan,16/03/2021,65473
Minnesota,13/01/2021,3115
Minnesota,14/01/2021,8722
Minnesota,15/01/2021,12004
Minnesota,16/01/2021,12333
Minnesota,17/01/2021,12531
Minnesota,18/01/2021,12662
Minnesota,19/01/2021,12756
Minnesota,20/01/2021,12456
Minnesota,21/01/2021,11390
Minnesota,22/01/2021,11426
Minnesota,23/01/2021,13389
Minnesota,24/01/2021,13755
Minnesota,25/01/2021,15521
Minnesota,26/01/2021,15558
Minnesota,27/01/2021,17550
Minnesota,28/01/2021,20603
Minnesota,29/01/2021,23159
Minnesota,30/01/2021,25793
Minnesota,31/01/2021,28223
Minnesota,01/02/2021,28495
Minnesota,02/02/2021,27466
Minnesota,03/02/2021,25329
Minnesota,04/02/2021,32973
Minnesota,05/02/2021,27729
Minnesota,06/02/2021,31074
Minnesota,07/02/2021,30049
Minnesota,08/02/2021,28423
Minnesota,09/02/2021,27513
Minnesota,10/02/2021,27513
Minnesota,11/02/2021,17116
Minnesota,12/02/2021,21793
Minnesota,13/02/2021,18302
Minnesota,14/02/2021,20236
Minnesota,15/02/2021,20646
Minnesota,16/02/2021,23369
Minnesota,17/02/2021,25699
Minnesota,18/02/2021,29002
Minnesota,19/02/2021,37825
Minnesota,20/02/2021,37976
Minnesota,21/02/2021,38014
Minnesota,22/02/2021,35500
Minnesota,23/02/2021,37341
Minnesota,24/02/2021,37703
Minnesota,25/02/2021,37361
Minnesota,26/02/2021,29997
Minnesota,27/02/2021,32139
Minnesota,28/02/2021,36735
Minnesota,01/03/2021,41617
Minnesota,02/03/2021,39088
Minnesota,03/03/2021,41205
Minnesota,04/03/2021,42011
Minnesota,05/03/2021,42969
Minnesota,06/03/2021,43673
Minnesota,07/03/2021,41066
Minnesota,08/03/2021,42289
Minnesota,09/03/2021,43302
Minnesota,10/03/2021,42062
Minnesota,11/03/2021,44388
Minnesota,12/03/2021,44590
Minnesota,13/03/2021,53259
Minnesota,14/03/2021,45642
Minnesota,15/03/2021,44532
Minnesota,16/03/2021,42737
Mississippi,13/01/2021,6745
Mississippi,14/01/2021,8652
Mississippi,15/01/2021,9928
Mississippi,16/01/2021,9274
Mississippi,17/01/2021,8881
Mississippi,18/01/2021,8620
Mississippi,19/01/2021,8433
Mississippi,20/01/2021,8757
Mississippi,21/01/2021,9263
Mississippi,22/01/2021,9457
Mississippi,23/01/2021,8412
Mississippi,24/01/2021,11241
Mississippi,25/01/2021,10671
Mississippi,26/01/2021,9777
Mississippi,27/01/2021,9665
Mississippi,28/01/2021,9222
Mississippi,29/01/2021,8889
Mississippi,30/01/2021,10280
Mississippi,31/01/2021,8395
Mississippi,01/02/2021,8271
Mississippi,02/02/2021,8302
Mississippi,03/02/2021,8667
Mississippi,04/02/2021,7094
Mississippi,05/02/2021,9019
Mississippi,06/02/2021,11140
Mississippi,07/02/2021,12090
Mississippi,08/02/2021,12653
Mississippi,09/02/2021,12708
Mississippi,10/02/2021,13515
Mississippi,11/02/2021,16356
Mississippi,12/02/2021,15778
Mississippi,13/02/2021,15323
Mississippi,14/02/2021,15167
Mississippi,15/02/2021,15050
Mississippi,16/02/2021,15612
Mississippi,17/02/2021,13265
Mississippi,18/02/2021,10423
Mississippi,19/02/2021,12567
Mississippi,20/02/2021,10529
Mississippi,21/02/2021,9131
Mississippi,22/02/2021,9468
Mississippi,23/02/2021,9613
Mississippi,24/02/2021,12443
Mississippi,25/02/2021,12517
Mississippi,26/02/2021,13282
Mississippi,27/02/2021,16004
Mississippi,28/02/2021,18305
Mississippi,01/03/2021,19723
Mississippi,02/03/2021,20112
Mississippi,03/03/2021,20044
Mississippi,04/03/2021,22804
Mississippi,05/03/2021,20469
Mississippi,06/03/2021,20482
Mississippi,07/03/2021,20778
Mississippi,08/03/2021,19879
Mississippi,09/03/2021,19173
Mississippi,10/03/2021,19362
Mississippi,11/03/2021,19713
Mississippi,12/03/2021,16281
Mississippi,13/03/2021,22880
Mississippi,14/03/2021,18898
Mississippi,15/03/2021,18256
Mississippi,16/03/2021,17927
Missouri,13/01/2021,0
Missouri,14/01/2021,6765
Missouri,15/01/2021,9554
Missouri,16/01/2021,10029
Missouri,17/01/2021,10313
Missouri,18/01/2021,10503
Missouri,19/01/2021,10639
Missouri,20/01/2021,11813
Missouri,21/01/2021,12867
Missouri,22/01/2021,13607
Missouri,23/01/2021,12832
Missouri,24/01/2021,14912
Missouri,25/01/2021,15842
Missouri,26/01/2021,14860
Missouri,27/01/2021,16239
Missouri,28/01/2021,16739
Missouri,29/01/2021,17535
Missouri,30/01/2021,16674
Missouri,31/01/2021,18092
Missouri,01/02/2021,18072
Missouri,02/02/2021,18019
Missouri,03/02/2021,17709
Missouri,04/02/2021,17522
Missouri,05/02/2021,18250
Missouri,06/02/2021,25073
Missouri,07/02/2021,25824
Missouri,08/02/2021,25891
Missouri,09/02/2021,25780
Missouri,10/02/2021,26792
Missouri,11/02/2021,27112
Missouri,12/02/2021,25899
Missouri,13/02/2021,31850
Missouri,14/02/2021,31839
Missouri,15/02/2021,31435
Missouri,16/02/2021,33154
Missouri,17/02/2021,31764
Missouri,18/02/2021,31498
Missouri,19/02/2021,42395
Missouri,20/02/2021,33710
Missouri,21/02/2021,33671
Missouri,22/02/2021,34346
Missouri,23/02/2021,33139
Missouri,24/02/2021,35032
Missouri,25/02/2021,36045
Missouri,26/02/2021,28457
Missouri,27/02/2021,33602
Missouri,28/02/2021,27955
Missouri,01/03/2021,38731
Missouri,02/03/2021,39022
Missouri,03/03/2021,39796
Missouri,04/03/2021,41522
Missouri,05/03/2021,41541
Missouri,06/03/2021,39153
Missouri,07/03/2021,45816
Missouri,08/03/2021,36977
Missouri,09/03/2021,37576
Missouri,10/03/2021,38508
Missouri,11/03/2021,38020
Missouri,12/03/2021,36508
