Entity,Day,daily_vaccinations
Pennsylvania,09/02/2021,46034
Pennsylvania,10/02/2021,54281
Pennsylvania,11/02/2021,53677
Pennsylvania,12/02/2021,56762
Pennsylvania,13/02/2021,48534
Pennsylvania,14/02/2021,59213
Pennsylvania,15/02/2021,55160
Pennsylvania,16/02/2021,50636
Pennsylvania,17/02/2021,58875
Pennsylvania,18/02/2021,58330
Pennsylvania,19/02/2021,73730
Pennsylvania,20/02/2021,79082
Pennsylvania,21/02/2021,69214
Pennsylvania,22/02/2021,75797
Pennsylvania,23/02/2021,78350
Pennsylvania,24/02/2021,67892
Pennsylvania,25/02/2021,69590
Pennsylvania,26/02/2021,53951
Pennsylvania,27/02/2021,63458
Pennsylvania,28/02/2021,63574
Pennsylvania,01/03/2021,68183
Pennsylvania,02/03/2021,72196
Pennsylvania,03/03/2021,74736
Pennsylvania,04/03/2021,78068
Pennsylvania,05/03/2021,86723
Pennsylvania,06/03/2021,88971
Pennsylvania,07/03/2021,81060
Pennsylvania,08/03/2021,71465
Pennsylvania,09/03/2021,91116
Pennsylvania,10/03/2021,98490
Pennsylvania,11/03/2021,100106
Pennsylvania,12/03/2021,84202
Pennsylvania,13/03/2021,113553
Pennsylvania,14/03/2021,124576
Pennsylvania,15/03/2021,135409
Pennsylvania,16/03/2021,116653
Rhode Island,13/01/2021,2460
Rhode Island,14/01/2021,2652
Rhode Island,15/01/2021,2660
Rhode Island,16/01/2021,2403
Rhode Island,17/01/2021,2249
Rhode Island,18/01/2021,2147
Rhode Island,19/01/2021,2073
Rhode Island,20/01/2021,2084
Rhode Island,21/01/2021,2020
Rhode Island,22/01/2021,2061
Rhode Island,23/01/2021,2010
Rhode Island,24/01/2021,2393
Rhode Island,25/01/2021,2567
Rhode Island,26/01/2021,2598
Rhode Island,27/01/2021,2810
Rhode Island,28/01/2021,3018
Rhode Island,29/01/2021,3090
Rhode Island,30/01/2021,3549
Rhode Island,31/01/2021,3373
Rhode Island,01/02/2021,3403
Rhode Island,02/02/2021,3897
Rhode Island,03/02/2021,3599
Rhode Island,04/02/2021,3391
Rhode Island,05/02/2021,3335
Rhode Island,06/02/2021,3391
Rhode Island,07/02/2021,3699
Rhode Island,08/02/2021,3749
Rhode Island,09/02/2021,3220
Rhode Island,10/02/2021,3355
Rhode Island,11/02/2021,3436
Rhode Island,12/02/2021,3566
Rhode Island,13/02/2021,3582
Rhode Island,14/02/2021,3441
Rhode Island,15/02/2021,3372
Rhode Island,16/02/2021,3563
Rhode Island,17/02/2021,3782
Rhode Island,18/02/2021,4571
Rhode Island,19/02/2021,7116
Rhode Island,20/02/2021,7713
Rhode Island,21/02/2021,8210
Rhode Island,22/02/2021,8850
Rhode Island,23/02/2021,9234
Rhode Island,24/02/2021,9580
Rhode Island,25/02/2021,9538
Rhode Island,26/02/2021,7595
Rhode Island,27/02/2021,7816
Rhode Island,28/02/2021,8304
Rhode Island,01/03/2021,9068
Rhode Island,02/03/2021,9163
Rhode Island,03/03/2021,9181
Rhode Island,04/03/2021,9181
Rhode Island,05/03/2021,9377
Rhode Island,06/03/2021,9240
Rhode Island,07/03/2021,8945
Rhode Island,08/03/2021,8174
Rhode Island,09/03/2021,8258
Rhode Island,10/03/2021,8319
Rhode Island,11/03/2021,8574
Rhode Island,12/03/2021,8425
Rhode Island,13/03/2021,8162
Rhode Island,14/03/2021,7832
Rhode Island,15/03/2021,8813
Rhode Island,16/03/2021,9034
South Carolina,13/01/2021,18812
South Carolina,14/01/2021,17390
South Carolina,15/01/2021,13587
South Carolina,16/01/2021,14274
South Carolina,17/01/2021,14686
South Carolina,18/01/2021,14961
South Carolina,19/01/2021,15157
South Carolina,20/01/2021,13246
South Carolina,21/01/2021,13397
South Carolina,22/01/2021,15309
South Carolina,23/01/2021,15855
South Carolina,24/01/2021,17756
South Carolina,25/01/2021,19501
South Carolina,26/01/2021,18577
South Carolina,27/01/2021,19197
South Carolina,28/01/2021,21474
South Carolina,29/01/2021,22308
South Carolina,30/01/2021,22672
South Carolina,31/01/2021,22964
South Carolina,01/02/2021,22200
South Carolina,02/02/2021,21926
South Carolina,03/02/2021,21745
South Carolina,04/02/2021,19641
South Carolina,05/02/2021,19105
South Carolina,06/02/2021,19288
South Carolina,07/02/2021,18482
South Carolina,08/02/2021,17563
South Carolina,09/02/2021,16428
South Carolina,10/02/2021,18409
South Carolina,11/02/2021,18723
South Carolina,12/02/2021,18640
South Carolina,13/02/2021,18852
South Carolina,14/02/2021,19324
South Carolina,15/02/2021,19377
South Carolina,16/02/2021,21826
South Carolina,17/02/2021,21051
South Carolina,18/02/2021,21374
South Carolina,19/02/2021,28383
South Carolina,20/02/2021,29276
South Carolina,21/02/2021,29498
South Carolina,22/02/2021,30180
South Carolina,23/02/2021,28951
South Carolina,24/02/2021,31183
South Carolina,25/02/2021,31394
South Carolina,26/02/2021,25323
South Carolina,27/02/2021,25456
South Carolina,28/02/2021,25126
South Carolina,01/03/2021,26318
South Carolina,02/03/2021,25988
South Carolina,03/03/2021,25214
South Carolina,04/03/2021,29268
South Carolina,05/03/2021,29580
South Carolina,06/03/2021,32372
South Carolina,07/03/2021,37254
South Carolina,08/03/2021,37671
South Carolina,09/03/2021,39188
South Carolina,10/03/2021,38974
South Carolina,11/03/2021,36988
South Carolina,12/03/2021,37286
South Carolina,13/03/2021,42704
South Carolina,14/03/2021,33739
South Carolina,15/03/2021,34049
South Carolina,16/03/2021,32823
South Dakota,13/01/2021,2014
South Dakota,14/01/2021,2793
South Dakota,15/01/2021,2802
South Dakota,16/01/2021,2352
South Dakota,17/01/2021,2082
South Dakota,18/01/2021,1902
South Dakota,19/01/2021,1774
South Dakota,20/01/2021,1687
South Dakota,21/01/2021,1585
South Dakota,22/01/2021,1934
South Dakota,23/01/2021,2728
South Dakota,24/01/2021,3048
South Dakota,25/01/2021,3200
South Dakota,26/01/2021,3101
South Dakota,27/01/2021,3495
South Dakota,28/01/2021,3771
South Dakota,29/01/2021,3798
South Dakota,30/01/2021,3664
South Dakota,31/01/2021,3646
South Dakota,01/02/2021,3596
South Dakota,02/02/2021,3597
South Dakota,03/02/2021,3426
South Dakota,04/02/2021,3414
South Dakota,05/02/2021,3480
South Dakota,06/02/2021,3535
South Dakota,07/02/2021,3640
South Dakota,08/02/2021,3626
South Dakota,09/02/2021,3604
South Dakota,10/02/2021,3639
South Dakota,11/02/2021,3722
South Dakota,12/02/2021,3868
South Dakota,13/02/2021,3919
South Dakota,14/02/2021,4112
South Dakota,15/02/2021,4069
South Dakota,16/02/2021,4236
South Dakota,17/02/2021,4204
South Dakota,18/02/2021,4206
South Dakota,19/02/2021,9933
South Dakota,20/02/2021,10117
South Dakota,21/02/2021,10357
South Dakota,22/02/2021,10630
South Dakota,23/02/2021,10621
South Dakota,24/02/2021,10978
South Dakota,25/02/2021,11292
South Dakota,26/02/2021,5908
South Dakota,27/02/2021,6206
South Dakota,28/02/2021,6509
South Dakota,01/03/2021,6587
South Dakota,02/03/2021,6478
South Dakota,03/03/2021,6421
South Dakota,04/03/2021,6364
South Dakota,05/03/2021,6404
South Dakota,06/03/2021,6470
South Dakota,07/03/2021,6382
South Dakota,08/03/2021,6314
South Dakota,09/03/2021,6313
South Dakota,10/03/2021,6343
South Dakota,11/03/2021,6400
South Dakota,12/03/2021,6376
South Dakota,13/03/2021,6584
South Dakota,14/03/2021,7158
South Dakota,15/03/2021,7462
South Dakota,16/03/2021,7593
Tennessee,13/01/2021,13456
Tennessee,14/01/2021,6728
Tennessee,15/01/2021,17360
Tennessee,16/01/2021,16050
Tennessee,17/01/2021,15264
Tennessee,18/01/2021,14740
Tennessee,19/01/2021,14365
Tennessee,20/01/2021,13403
Tennessee,21/01/2021,15851
Tennessee,22/01/2021,14037
Tennessee,23/01/2021,15528
Tennessee,24/01/2021,17781
Tennessee,25/01/2021,17565
Tennessee,26/01/2021,16589
Tennessee,27/01/2021,18443
Tennessee,28/01/2021,19197
Tennessee,29/01/2021,20618
Tennessee,30/01/2021,21427
Tennessee,31/01/2021,22453
Tennessee,01/02/2021,23609
Tennessee,02/02/2021,23422
Tennessee,03/02/2021,24312
Tennessee,04/02/2021,24885
Tennessee,05/02/2021,24652
Tennessee,06/02/2021,25451
Tennessee,07/02/2021,25973
Tennessee,08/02/2021,25401
Tennessee,09/02/2021,25742
Tennessee,10/02/2021,25981
Tennessee,11/02/2021,26016
Tennessee,12/02/2021,26161
Tennessee,13/02/2021,24927
Tennessee,14/02/2021,25152
Tennessee,15/02/2021,24902
Tennessee,16/02/2021,25844
Tennessee,17/02/2021,22833
Tennessee,18/02/2021,21143
Tennessee,19/02/2021,25995
Tennessee,20/02/2021,24434
Tennessee,21/02/2021,21434
Tennessee,22/02/2021,21542
Tennessee,23/02/2021,20978
Tennessee,24/02/2021,25211
Tennessee,25/02/2021,27973
Tennessee,26/02/2021,24822
Tennessee,27/02/2021,29100
Tennessee,28/02/2021,34609
Tennessee,01/03/2021,37689
Tennessee,02/03/2021,37967
Tennessee,03/03/2021,39929
Tennessee,04/03/2021,40345
Tennessee,05/03/2021,40442
Tennessee,06/03/2021,39889
Tennessee,07/03/2021,39317
Tennessee,08/03/2021,37799
Tennessee,09/03/2021,37434
Tennessee,10/03/2021,36573
Tennessee,11/03/2021,37837
Tennessee,12/03/2021,38803
Tennessee,13/03/2021,40729
Tennessee,14/03/2021,40964
Tennessee,15/03/2021,41875
Tennessee,16/03/2021,41859
Texas,13/01/2021,66581
Texas,14/01/2021,66082
Texas,15/01/2021,82927
Texas,16/01/2021,77429
Texas,17/01/2021,74131
Texas,18/01/2021,71932
Texas,19/01/2021,70361
Texas,20/01/2021,70529
Texas,21/01/2021,71561
Texas,22/01/2021,69220
Texas,23/01/2021,72384
Texas,24/01/2021,68740
Texas,25/01/2021,65851
Texas,26/01/2021,73415
Texas,27/01/2021,71804
Texas,28/01/2021,80351
Texas,29/01/2021,82155
Texas,30/01/2021,87541
Texas,31/01/2021,92226
Texas,01/02/2021,98889
Texas,02/02/2021,82619
Texas,03/02/2021,96932
Texas,04/02/2021,99765
Texas,05/02/2021,101557
Texas,06/02/2021,109611
Texas,07/02/2021,119680
Texas,08/02/2021,117976
Texas,09/02/2021,134278
Texas,10/02/2021,130817
Texas,11/02/2021,129014
Texas,12/02/2021,134688
Texas,13/02/2021,128579
Texas,14/02/2021,126730
Texas,15/02/2021,124715
Texas,16/02/2021,117172
Texas,17/02/2021,106240
Texas,18/02/2021,89324
Texas,19/02/2021,95577
Texas,20/02/2021,86673
Texas,21/02/2021,77160
Texas,22/02/2021,73731
Texas,23/02/2021,77700
Texas,24/02/2021,87380
Texas,25/02/2021,110504
Texas,26/02/2021,104351
Texas,27/02/2021,111466
Texas,28/02/2021,127535
Texas,01/03/2021,123045
Texas,02/03/2021,165192
Texas,03/03/2021,181084
Texas,04/03/2021,181691
Texas,05/03/2021,188300
Texas,06/03/2021,204902
Texas,07/03/2021,195936
Texas,08/03/2021,214144
Texas,09/03/2021,191891
Texas,10/03/2021,191158
Texas,11/03/2021,193081
Texas,12/03/2021,202045
Texas,13/03/2021,204566
Texas,14/03/2021,211968
Texas,15/03/2021,210881
Texas,16/03/2021,194431
Utah,13/01/2021,8811
Utah,14/01/2021,10080
Utah,15/01/2021,10995
Utah,16/01/2021,10433
Utah,17/01/2021,10096
Utah,18/01/2021,9872
Utah,19/01/2021,9711
Utah,20/01/2021,11108
Utah,21/01/2021,10599
Utah,22/01/2021,10646
Utah,23/01/2021,9396
Utah,24/01/2021,8146
Utah,25/01/2021,10650
Utah,26/01/2021,9602
Utah,27/01/2021,8288
Utah,28/01/2021,7176
Utah,29/01/2021,9771
Utah,30/01/2021,11967
Utah,31/01/2021,11967
Utah,01/02/2021,13432
Utah,02/02/2021,13460
Utah,03/02/2021,12118
Utah,04/02/2021,16237
Utah,05/02/2021,15053
Utah,06/02/2021,16255
Utah,07/02/2021,16255
Utah,08/02/2021,26228
Utah,09/02/2021,26519
Utah,10/02/2021,26519
Utah,11/02/2021,22400
Utah,12/02/2021,19110
Utah,13/02/2021,15712
Utah,14/02/2021,15712
Utah,15/02/2021,2117
Utah,16/02/2021,3195
Utah,17/02/2021,3195
Utah,18/02/2021,5925
Utah,19/02/2021,10626
Utah,20/02/2021,14258
Utah,21/02/2021,14330
Utah,22/02/2021,12775
Utah,23/02/2021,11202
Utah,24/02/2021,13791
Utah,25/02/2021,15753
Utah,26/02/2021,11132
Utah,27/02/2021,11115
Utah,28/02/2021,11132
Utah,01/03/2021,11090
Utah,02/03/2021,15893
Utah,03/03/2021,16677
Utah,04/03/2021,12054
Utah,05/03/2021,19168
Utah,06/03/2021,20651
Utah,07/03/2021,20666
Utah,08/03/2021,20744
Utah,09/03/2021,22533
Utah,10/03/2021,22455
Utah,11/03/2021,22481
Utah,12/03/2021,21233
Utah,13/03/2021,20756
Utah,14/03/2021,24904
Utah,15/03/2021,24981
Utah,16/03/2021,21514
Vermont,13/01/2021,3814
Vermont,14/01/2021,1907
Vermont,15/01/2021,2238
Vermont,16/01/2021,2185
Vermont,17/01/2021,2154
Vermont,18/01/2021,2133
Vermont,19/01/2021,2118
Vermont,20/01/2021,1606
Vermont,21/01/2021,1895
Vermont,22/01/2021,1997
Vermont,23/01/2021,2133
Vermont,24/01/2021,2192
Vermont,25/01/2021,2153
Vermont,26/01/2021,1976
Vermont,27/01/2021,2080
Vermont,28/01/2021,2291
Vermont,29/01/2021,2184
Vermont,30/01/2021,2050
Vermont,31/01/2021,2187
Vermont,01/02/2021,2686
Vermont,02/02/2021,2801
Vermont,03/02/2021,2763
Vermont,04/02/2021,2618
Vermont,05/02/2021,2617
Vermont,06/02/2021,2745
Vermont,07/02/2021,2857
Vermont,08/02/2021,2557
Vermont,09/02/2021,2717
Vermont,10/02/2021,2735
Vermont,11/02/2021,2816
Vermont,12/02/2021,2855
Vermont,13/02/2021,2818
Vermont,14/02/2021,2801
Vermont,15/02/2021,2937
Vermont,16/02/2021,3136
Vermont,17/02/2021,3157
Vermont,18/02/2021,3039
Vermont,19/02/2021,3940
Vermont,20/02/2021,4199
Vermont,21/02/2021,4337
Vermont,22/02/2021,4364
Vermont,23/02/2021,4157
Vermont,24/02/2021,4144
Vermont,25/02/2021,4235
Vermont,26/02/2021,3417
Vermont,27/02/2021,3545
Vermont,28/02/2021,3631
Vermont,01/03/2021,3802
Vermont,02/03/2021,3925
Vermont,03/03/2021,4030
Vermont,04/03/2021,3991
Vermont,05/03/2021,4006
Vermont,06/03/2021,3914
Vermont,07/03/2021,4139
Vermont,08/03/2021,4384
Vermont,09/03/2021,4620
Vermont,10/03/2021,4847
Vermont,11/03/2021,5185
Vermont,12/03/2021,5416
Vermont,13/03/2021,6755
Vermont,14/03/2021,5726
Vermont,15/03/2021,5771
Vermont,16/03/2021,5697
Virginia,13/01/2021,27229
Virginia,14/01/2021,13614
Virginia,15/01/2021,17876
Virginia,16/01/2021,18573
Virginia,17/01/2021,18991
Virginia,18/01/2021,19270
Virginia,19/01/2021,19470
Virginia,20/01/2021,17933
Virginia,21/01/2021,20608
Virginia,22/01/2021,22459
Virginia,23/01/2021,23485
Virginia,24/01/2021,23729
Virginia,25/01/2021,25249
Virginia,26/01/2021,38276
Virginia,27/01/2021,40808
Virginia,28/01/2021,43758
Virginia,29/01/2021,46189
Virginia,30/01/2021,50946
Virginia,31/01/2021,54508
Virginia,01/02/2021,55407
Virginia,02/02/2021,43769
Virginia,03/02/2021,41989
Virginia,04/02/2021,40095
Virginia,05/02/2021,38440
Virginia,06/02/2021,38094
Virginia,07/02/2021,38593
Virginia,08/02/2021,37831
Virginia,09/02/2021,37197
Virginia,10/02/2021,37771
Virginia,11/02/2021,39162
Virginia,12/02/2021,40141
Virginia,13/02/2021,39675
Virginia,14/02/2021,35980
Virginia,15/02/2021,36818
Virginia,16/02/2021,38559
Virginia,17/02/2021,38966
Virginia,18/02/2021,40084
Virginia,19/02/2021,52950
Virginia,20/02/2021,48702
Virginia,21/02/2021,50009
Virginia,22/02/2021,48869
Virginia,23/02/2021,47775
Virginia,24/02/2021,49057
Virginia,25/02/2021,49284
Virginia,26/02/2021,39615
Virginia,27/02/2021,47360
Virginia,28/02/2021,54414
Virginia,01/03/2021,57354
Virginia,02/03/2021,57929
Virginia,03/03/2021,59592
Virginia,04/03/2021,62240
Virginia,05/03/2021,59952
Virginia,06/03/2021,55707
Virginia,07/03/2021,51391
Virginia,08/03/2021,49929
Virginia,09/03/2021,54612
Virginia,10/03/2021,56591
Virginia,11/03/2021,57278
Virginia,12/03/2021,58784
Virginia,13/03/2021,62152
Virginia,14/03/2021,63765
Virginia,15/03/2021,66502
Virginia,16/03/2021,61944
Washington,13/01/2021,12671
Washington,14/01/2021,14836
Washington,15/01/2021,15680
Washington,16/01/2021,16672
Washington,17/01/2021,17267
Washington,18/01/2021,17664
Washington,19/01/2021,17948
Washington,20/01/2021,19790
Washington,21/01/2021,21169
Washington,22/01/2021,22933
Washington,23/01/2021,24963
Washington,24/01/2021,23926
Washington,25/01/2021,26748
Washington,26/01/2021,26630
Washington,27/01/2021,26811
Washington,28/01/2021,28245
Washington,29/01/2021,29134
Washington,30/01/2021,29565
Washington,31/01/2021,33566
Washington,01/02/2021,33117
Washington,02/02/2021,33451
Washington,03/02/2021,33073
Washington,04/02/2021,32318
Washington,05/02/2021,31553
Washington,06/02/2021,31975
Washington,07/02/2021,31539
Washington,08/02/2021,31046
Washington,09/02/2021,29919
Washington,10/02/2021,34713
Washington,11/02/2021,34669
Washington,12/02/2021,36081
Washington,13/02/2021,36287
Washington,14/02/2021,37336
Washington,15/02/2021,35136
Washington,16/02/2021,35726
Washington,17/02/2021,30996
Washington,18/02/2021,30817
Washington,19/02/2021,40241
Washington,20/02/2021,40779
Washington,21/02/2021,39719
Washington,22/02/2021,42211
Washington,23/02/2021,41755
Washington,24/02/2021,41214
Washington,25/02/2021,43809
Washington,26/02/2021,35285
Washington,27/02/2021,37087
Washington,28/02/2021,40672
Washington,01/03/2021,45811
Washington,02/03/2021,49655
Washington,03/03/2021,53397
Washington,04/03/2021,54350
Washington,05/03/2021,55977
Washington,06/03/2021,57804
Washington,07/03/2021,59244
Washington,08/03/2021,59036
Washington,09/03/2021,59146
Washington,10/03/2021,59317
Washington,11/03/2021,62656
Washington,12/03/2021,62964
Washington,13/03/2021,61473
Washington,14/03/2021,59802
Washington,15/03/2021,58966
Washington,16/03/2021,58644
West Virginia,13/01/2021,7379
West Virginia,14/01/2021,7665
West Virginia,15/01/2021,10292
West Virginia,16/01/2021,8872
West Virginia,17/01/2021,8020
West Virginia,18/01/2021,7452
West Virginia,19/01/2021,7047
West Virginia,20/01/2021,6845
West Virginia,21/01/2021,6984
West Virginia,22/01/2021,6651
West Virginia,23/01/2021,8004
West Virginia,24/01/2021,8493
West Virginia,25/01/2021,7992
West Virginia,26/01/2021,8262
West Virginia,27/01/2021,8044
West Virginia,28/01/2021,8151
West Virginia,29/01/2021,8457
West Virginia,30/01/2021,8794
West Virginia,31/01/2021,8127
West Virginia,01/02/2021,8048
West Virginia,02/02/2021,7673
West Virginia,03/02/2021,7591
West Virginia,04/02/2021,7450
West Virginia,05/02/2021,7408
West Virginia,06/02/2021,8353
West Virginia,07/02/2021,8896
West Virginia,08/02/2021,9009
West Virginia,09/02/2021,9030
West Virginia,10/02/2021,9216
West Virginia,11/02/2021,9147
West Virginia,12/02/2021,8515
West Virginia,13/02/2021,8749
West Virginia,14/02/2021,9220
West Virginia,15/02/2021,9532
West Virginia,16/02/2021,9461
West Virginia,17/02/2021,9062
West Virginia,18/02/2021,8965
West Virginia,19/02/2021,12741
West Virginia,20/02/2021,11711
West Virginia,21/02/2021,10990
West Virginia,22/02/2021,10783
West Virginia,23/02/2021,11000
West Virginia,24/02/2021,11210
West Virginia,25/02/2021,11715
West Virginia,26/02/2021,8757
West Virginia,27/02/2021,9710
West Virginia,28/02/2021,9826
West Virginia,01/03/2021,9780
West Virginia,02/03/2021,9413
West Virginia,03/03/2021,9568
West Virginia,04/03/2021,9702
West Virginia,05/03/2021,10366
West Virginia,06/03/2021,9723
West Virginia,07/03/2021,9878
West Virginia,08/03/2021,9765
West Virginia,09/03/2021,9973
West Virginia,10/03/2021,9951
West Virginia,11/03/2021,10386
West Virginia,12/03/2021,11052
West Virginia,13/03/2021,12176
West Virginia,14/03/2021,11842
West Virginia,15/03/2021,11953
West Virginia,16/03/2021,11901
Wisconsin,13/01/2021,0
Wisconsin,14/01/2021,6351
Wisconsin,15/01/2021,10850
Wisconsin,16/01/2021,10868
Wisconsin,17/01/2021,10880
Wisconsin,18/01/2021,10887
Wisconsin,19/01/2021,10892
Wisconsin,20/01/2021,12177
Wisconsin,21/01/2021,12686
Wisconsin,22/01/2021,13003
Wisconsin,23/01/2021,14986
Wisconsin,24/01/2021,16663
Wisconsin,25/01/2021,16186
Wisconsin,26/01/2021,14943
Wisconsin,27/01/2021,16147
Wisconsin,28/01/2021,17594
Wisconsin,29/01/2021,20864
Wisconsin,30/01/2021,23517
Wisconsin,31/01/2021,26110
Wisconsin,01/02/2021,28216
Wisconsin,02/02/2021,29134
Wisconsin,03/02/2021,30379
Wisconsin,04/02/2021,26714
Wisconsin,05/02/2021,26898
Wisconsin,06/02/2021,26856
Wisconsin,07/02/2021,35924
Wisconsin,08/02/2021,35695
Wisconsin,09/02/2021,35326
Wisconsin,10/02/2021,35504
Wisconsin,11/02/2021,39623
Wisconsin,12/02/2021,38475
Wisconsin,13/02/2021,39698
Wisconsin,14/02/2021,30412
Wisconsin,15/02/2021,30043
Wisconsin,16/02/2021,31768
Wisconsin,17/02/2021,30827
Wisconsin,18/02/2021,30553
Wisconsin,19/02/2021,38988
Wisconsin,20/02/2021,38929
Wisconsin,21/02/2021,39315
Wisconsin,22/02/2021,39824
Wisconsin,23/02/2021,38279
Wisconsin,24/02/2021,38605
Wisconsin,25/02/2021,39149
Wisconsin,26/02/2021,31793
Wisconsin,27/02/2021,33258
Wisconsin,28/02/2021,34279
Wisconsin,01/03/2021,35514
Wisconsin,02/03/2021,37365
Wisconsin,03/03/2021,38650
Wisconsin,04/03/2021,40300
Wisconsin,05/03/2021,42401
Wisconsin,06/03/2021,42845
Wisconsin,07/03/2021,42786
Wisconsin,08/03/2021,43428
Wisconsin,09/03/2021,41608
Wisconsin,10/03/2021,40936
Wisconsin,11/03/2021,40802
Wisconsin,12/03/2021,41145
Wisconsin,13/03/2021,50069
Wisconsin,14/03/2021,43257
Wisconsin,15/03/2021,43283
Wisconsin,16/03/2021,45496
Wyoming,13/01/2021,1327
Wyoming,14/01/2021,1654
Wyoming,15/01/2021,2093
Wyoming,16/01/2021,1902
Wyoming,17/01/2021,1787
Wyoming,18/01/2021,1710
Wyoming,19/01/2021,1656
Wyoming,20/01/2021,1645
Wyoming,21/01/2021,1362
Wyoming,22/01/2021,1686
Wyoming,23/01/2021,1927
Wyoming,24/01/2021,2200
Wyoming,25/01/2021,2061
Wyoming,26/01/2021,1897
Wyoming,27/01/2021,2017
Wyoming,28/01/2021,2017
Wyoming,29/01/2021,2088
Wyoming,30/01/2021,1658
Wyoming,31/01/2021,2317
Wyoming,01/02/2021,2509
Wyoming,02/02/2021,2526
Wyoming,03/02/2021,2479
Wyoming,04/02/2021,2479
Wyoming,05/02/2021,2607
Wyoming,06/02/2021,3242
Wyoming,07/02/2021,2119
Wyoming,08/02/2021,2534
Wyoming,09/02/2021,2491
Wyoming,10/02/2021,2677
Wyoming,11/02/2021,2677
Wyoming,12/02/2021,3103
Wyoming,13/02/2021,2469
Wyoming,14/02/2021,3892
Wyoming,15/02/2021,3312
Wyoming,16/02/2021,3390
Wyoming,17/02/2021,2953
Wyoming,18/02/2021,3702
Wyoming,19/02/2021,5025
Wyoming,20/02/2021,5703
Wyoming,21/02/2021,4339
Wyoming,22/02/2021,5142
Wyoming,23/02/2021,5140
Wyoming,24/02/2021,5169
Wyoming,25/02/2021,5160
Wyoming,26/02/2021,3038
Wyoming,27/02/2021,3218
Wyoming,28/02/2021,3847
Wyoming,01/03/2021,3015
Wyoming,02/03/2021,2945
Wyoming,03/03/2021,3793
Wyoming,04/03/2021,3093
Wyoming,05/03/2021,3019
Wyoming,06/03/2021,3702
Wyoming,07/03/2021,3091
Wyoming,08/03/2021,4120
Wyoming,09/03/2021,4148
Wyoming,10/03/2021,3895
Wyoming,11/03/2021,3911
Wyoming,12/03/2021,4646
Wyoming,13/03/2021,4085
Wyoming,14/03/2021,4839
Wyoming,15/03/2021,3846
Wyoming,16/03/2021,4022
