Code,State,Day,Vaccinated
SC,South Carolina,27/02/2021,25456
SC,South Carolina,28/02/2021,25126
SC,South Carolina,01/03/2021,26318
SC,South Carolina,02/03/2021,25988
SC,South Carolina,03/03/2021,25214
SC,South Carolina,04/03/2021,29268
SC,South Carolina,05/03/2021,29580
SC,South Carolina,06/03/2021,32372
SC,South Carolina,07/03/2021,37254
SC,South Carolina,08/03/2021,37671
SC,South Carolina,09/03/2021,39188
SC,South Carolina,10/03/2021,38974
SC,South Carolina,11/03/2021,36988
SC,South Carolina,12/03/2021,37286
SC,South Carolina,13/03/2021,42704
SC,South Carolina,14/03/2021,33739
SC,South Carolina,15/03/2021,34049
SC,South Carolina,16/03/2021,32823
SD,South Dakota,13/01/2021,2014
SD,South Dakota,14/01/2021,2793
SD,South Dakota,15/01/2021,2802
SD,South Dakota,16/01/2021,2352
SD,South Dakota,17/01/2021,2082
SD,South Dakota,18/01/2021,1902
SD,South Dakota,19/01/2021,1774
SD,South Dakota,20/01/2021,1687
SD,South Dakota,21/01/2021,1585
SD,South Dakota,22/01/2021,1934
SD,South Dakota,23/01/2021,2728
SD,South Dakota,24/01/2021,3048
SD,South Dakota,25/01/2021,3200
SD,South Dakota,26/01/2021,3101
SD,South Dakota,27/01/2021,3495
SD,South Dakota,28/01/2021,3771
SD,South Dakota,29/01/2021,3798
SD,South Dakota,30/01/2021,3664
SD,South Dakota,31/01/2021,3646
SD,South Dakota,01/02/2021,3596
SD,South Dakota,02/02/2021,3597
SD,South Dakota,03/02/2021,3426
SD,South Dakota,04/02/2021,3414
SD,South Dakota,05/02/2021,3480
SD,South Dakota,06/02/2021,3535
SD,South Dakota,07/02/2021,3640
SD,South Dakota,08/02/2021,3626
SD,South Dakota,09/02/2021,3604
SD,South Dakota,10/02/2021,3639
SD,South Dakota,11/02/2021,3722
SD,South Dakota,12/02/2021,3868
SD,South Dakota,13/02/2021,3919
SD,South Dakota,14/02/2021,4112
SD,South Dakota,15/02/2021,4069
SD,South Dakota,16/02/2021,4236
SD,South Dakota,17/02/2021,4204
SD,South Dakota,18/02/2021,4206
SD,South Dakota,19/02/2021,9933
SD,South Dakota,20/02/2021,10117
SD,South Dakota,21/02/2021,10357
SD,South Dakota,22/02/2021,10630
SD,South Dakota,23/02/2021,10621
SD,South Dakota,24/02/2021,10978
SD,South Dakota,25/02/2021,11292
SD,South Dakota,26/02/2021,5908
SD,South Dakota,27/02/2021,6206
SD,South Dakota,28/02/2021,6509
SD,South Dakota,01/03/2021,6587
SD,South Dakota,02/03/2021,6478
SD,South Dakota,03/03/2021,6421
SD,South Dakota,04/03/2021,6364
SD,South Dakota,05/03/2021,6404
SD,South Dakota,06/03/2021,6470
SD,South Dakota,07/03/2021,6382
SD,South Dakota,08/03/2021,6314
SD,South Dakota,09/03/2021,6313
SD,South Dakota,10/03/2021,6343
SD,South Dakota,11/03/2021,6400
SD,South Dakota,12/03/2021,6376
SD,South Dakota,13/03/2021,6584
SD,South Dakota,14/03/2021,7158
SD,South Dakota,15/03/2021,7462
SD,South Dakota,16/03/2021,7593
TN,Tennessee,13/01/2021,13456
TN,Tennessee,14/01/2021,6728
TN,Tennessee,15/01/2021,17360
TN,Tennessee,16/01/2021,16050
TN,Tennessee,17/01/2021,15264
TN,Tennessee,18/01/2021,14740
TN,Tennessee,19/01/2021,14365
TN,Tennessee,20/01/2021,13403
TN,Tennessee,21/01/2021,15851
TN,Tennessee,22/01/2021,14037
TN,Tennessee,23/01/2021,15528
TN,Tennessee,24/01/2021,17781
TN,Tennessee,25/01/2021,17565
TN,Tennessee,26/01/2021,16589
TN,Tennessee,27/01/2021,18443
TN,Tennessee,28/01/2021,19197
TN,Tennessee,29/01/2021,20618
TN,Tennessee,30/01/2021,21427
TN,Tennessee,31/01/2021,22453
TN,Tennessee,01/02/2021,23609
TN,Tennessee,02/02/2021,23422
TN,Tennessee,03/02/2021,24312
TN,Tennessee,04/02/2021,24885
TN,Tennessee,05/02/2021,24652
TN,Tennessee,06/02/2021,25451
TN,Tennessee,07/02/2021,25973
TN,Tennessee,08/02/2021,25401
TN,Tennessee,09/02/2021,25742
TN,Tennessee,10/02/2021,25981
TN,Tennessee,11/02/2021,26016
TN,Tennessee,12/02/2021,26161
TN,Tennessee,13/02/2021,24927
TN,Tennessee,14/02/2021,25152
TN,Tennessee,15/02/2021,24902
TN,Tennessee,16/02/2021,25844
TN,Tennessee,17/02/2021,22833
TN,Tennessee,18/02/2021,21143
TN,Tennessee,19/02/2021,25995
TN,Tennessee,20/02/2021,24434
TN,Tennessee,21/02/2021,21434
TN,Tennessee,22/02/2021,21542
TN,Tennessee,23/02/2021,20978
TN,Tennessee,24/02/2021,25211
TN,Tennessee,25/02/2021,27973
TN,Tennessee,26/02/2021,24822
TN,Tennessee,27/02/2021,29100
TN,Tennessee,28/02/2021,34609
TN,Tennessee,01/03/2021,37689
TN,Tennessee,02/03/2021,37967
TN,Tennessee,03/03/2021,39929
TN,Tennessee,04/03/2021,40345
TN,Tennessee,05/03/2021,40442
TN,Tennessee,06/03/2021,39889
TN,Tennessee,07/03/2021,39317
TN,Tennessee,08/03/2021,37799
TN,Tennessee,09/03/2021,37434
TN,Tennessee,10/03/2021,36573
TN,Tennessee,11/03/2021,37837
TN,Tennessee,12/03/2021,38803
TN,Tennessee,13/03/2021,40729
TN,Tennessee,14/03/2021,40964
TN,Tennessee,15/03/2021,41875
TN,Tennessee,16/03/2021,41859
TX,Texas,13/01/2021,66581
TX,Texas,14/01/2021,66082
TX,Texas,15/01/2021,82927
TX,Texas,16/01/2021,77429
TX,Texas,17/01/2021,74131
TX,Texas,18/01/2021,71932
TX,Texas,19/01/2021,70361
TX,Texas,20/01/2021,70529
TX,Texas,21/01/2021,71561
TX,Texas,22/01/2021,69220
TX,Texas,23/01/2021,72384
TX,Texas,24/01/2021,68740
TX,Texas,25/01/2021,65851
TX,Texas,26/01/2021,73415
TX,Texas,27/01/2021,71804
TX,Texas,28/01/2021,80351
TX,Texas,29/01/2021,82155
TX,Texas,30/01/2021,87541
TX,Texas,31/01/2021,92226
TX,Texas,01/02/2021,98889
TX,Texas,02/02/2021,82619
TX,Texas,03/02/2021,96932
TX,Texas,04/02/2021,99765
TX,Texas,05/02/2021,101557
TX,Texas,06/02/2021,109611
TX,Texas,07/02/2021,119680
TX,Texas,08/02/2021,117976
TX,Texas,09/02/2021,134278
TX,Texas,10/02/2021,130817
TX,Texas,11/02/2021,129014
TX,Texas,12/02/2021,134688
TX,Texas,13/02/2021,128579
TX,Texas,14/02/2021,126730
TX,Texas,15/02/2021,124715
TX,Texas,16/02/2021,117172
TX,Texas,17/02/2021,106240
TX,Texas,18/02/2021,89324
TX,Texas,19/02/2021,95577
TX,Texas,20/02/2021,86673
TX,Texas,21/02/2021,77160
TX,Texas,22/02/2021,73731
TX,Texas,23/02/2021,77700
TX,Texas,24/02/2021,87380
TX,Texas,25/02/2021,110504
TX,Texas,26/02/2021,104351
TX,Texas,27/02/2021,111466
TX,Texas,28/02/2021,127535
TX,Texas,01/03/2021,123045
TX,Texas,02/03/2021,165192
TX,Texas,03/03/2021,181084
TX,Texas,04/03/2021,181691
TX,Texas,05/03/2021,188300
TX,Texas,06/03/2021,204902
TX,Texas,07/03/2021,195936
TX,Texas,08/03/2021,214144
TX,Texas,09/03/2021,191891
TX,Texas,10/03/2021,191158
TX,Texas,11/03/2021,193081
TX,Texas,12/03/2021,202045
TX,Texas,13/03/2021,204566
TX,Texas,14/03/2021,211968
TX,Texas,15/03/2021,210881
TX,Texas,16/03/2021,194431
UT,Utah,13/01/2021,8811
UT,Utah,14/01/2021,10080
UT,Utah,15/01/2021,10995
UT,Utah,16/01/2021,10433
UT,Utah,17/01/2021,10096
UT,Utah,18/01/2021,9872
UT,Utah,19/01/2021,9711
UT,Utah,20/01/2021,11108
UT,Utah,21/01/2021,10599
UT,Utah,22/01/2021,10646
UT,Utah,23/01/2021,9396
UT,Utah,24/01/2021,8146
UT,Utah,25/01/2021,10650
UT,Utah,26/01/2021,9602
UT,Utah,27/01/2021,8288
UT,Utah,28/01/2021,7176
UT,Utah,29/01/2021,9771
UT,Utah,30/01/2021,11967
UT,Utah,31/01/2021,11967
UT,Utah,01/02/2021,13432
UT,Utah,02/02/2021,13460
UT,Utah,03/02/2021,12118
UT,Utah,04/02/2021,16237
UT,Utah,05/02/2021,15053
UT,Utah,06/02/2021,16255
UT,Utah,07/02/2021,16255
UT,Utah,08/02/2021,26228
UT,Utah,09/02/2021,26519
UT,Utah,10/02/2021,26519
UT,Utah,11/02/2021,22400
UT,Utah,12/02/2021,19110
UT,Utah,13/02/2021,15712
UT,Utah,14/02/2021,15712
UT,Utah,15/02/2021,2117
UT,Utah,16/02/2021,3195
UT,Utah,17/02/2021,3195
UT,Utah,18/02/2021,5925
UT,Utah,19/02/2021,10626
UT,Utah,20/02/2021,14258
UT,Utah,21/02/2021,14330
UT,Utah,22/02/2021,12775
UT,Utah,23/02/2021,11202
UT,Utah,24/02/2021,13791
UT,Utah,25/02/2021,15753
UT,Utah,26/02/2021,11132
UT,Utah,27/02/2021,11115
UT,Utah,28/02/2021,11132
UT,Utah,01/03/2021,11090
UT,Utah,02/03/2021,15893
UT,Utah,03/03/2021,16677
UT,Utah,04/03/2021,12054
UT,Utah,05/03/2021,19168
UT,Utah,06/03/2021,20651
UT,Utah,07/03/2021,20666
UT,Utah,08/03/2021,20744
UT,Utah,09/03/2021,22533
UT,Utah,10/03/2021,22455
UT,Utah,11/03/2021,22481
UT,Utah,12/03/2021,21233
UT,Utah,13/03/2021,20756
UT,Utah,14/03/2021,24904
UT,Utah,15/03/2021,24981
UT,Utah,16/03/2021,21514
VT,Vermont,13/01/2021,3814
VT,Vermont,14/01/2021,1907
VT,Vermont,15/01/2021,2238
VT,Vermont,16/01/2021,2185
VT,Vermont,17/01/2021,2154
VT,Vermont,18/01/2021,2133
VT,Vermont,19/01/2021,2118
VT,Vermont,20/01/2021,1606
VT,Vermont,21/01/2021,1895
VT,Vermont,22/01/2021,1997
VT,Vermont,23/01/2021,2133
VT,Vermont,24/01/2021,2192
VT,Vermont,25/01/2021,2153
VT,Vermont,26/01/2021,1976
VT,Vermont,27/01/2021,2080
VT,Vermont,28/01/2021,2291
VT,Vermont,29/01/2021,2184
VT,Vermont,30/01/2021,2050
VT,Vermont,31/01/2021,2187
VT,Vermont,01/02/2021,2686
VT,Vermont,02/02/2021,2801
VT,Vermont,03/02/2021,2763
VT,Vermont,04/02/2021,2618
VT,Vermont,05/02/2021,2617
VT,Vermont,06/02/2021,2745
VT,Vermont,07/02/2021,2857
VT,Vermont,08/02/2021,2557
VT,Vermont,09/02/2021,2717
VT,Vermont,10/02/2021,2735
VT,Vermont,11/02/2021,2816
VT,Vermont,12/02/2021,2855
VT,Vermont,13/02/2021,2818
VT,Vermont,14/02/2021,2801
VT,Vermont,15/02/2021,2937
VT,Vermont,16/02/2021,3136
VT,Vermont,17/02/2021,3157
VT,Vermont,18/02/2021,3039
VT,Vermont,19/02/2021,3940
VT,Vermont,20/02/2021,4199
VT,Vermont,21/02/2021,4337
VT,Vermont,22/02/2021,4364
VT,Vermont,23/02/2021,4157
VT,Vermont,24/02/2021,4144
VT,Vermont,25/02/2021,4235
VT,Vermont,26/02/2021,3417
VT,Vermont,27/02/2021,3545
VT,Vermont,28/02/2021,3631
VT,Vermont,01/03/2021,3802
VT,Vermont,02/03/2021,3925
VT,Vermont,03/03/2021,4030
VT,Vermont,04/03/2021,3991
VT,Vermont,05/03/2021,4006
VT,Vermont,06/03/2021,3914
VT,Vermont,07/03/2021,4139
VT,Vermont,08/03/2021,4384
VT,Vermont,09/03/2021,4620
VT,Vermont,10/03/2021,4847
VT,Vermont,11/03/2021,5185
VT,Vermont,12/03/2021,5416
VT,Vermont,13/03/2021,6755
VT,Vermont,14/03/2021,5726
VT,Vermont,15/03/2021,5771
VT,Vermont,16/03/2021,5697
VA,Virginia,13/01/2021,27229
VA,Virginia,14/01/2021,13614
VA,Virginia,15/01/2021,17876
VA,Virginia,16/01/2021,18573
VA,Virginia,17/01/2021,18991
VA,Virginia,18/01/2021,19270
VA,Virginia,19/01/2021,19470
VA,Virginia,20/01/2021,17933
VA,Virginia,21/01/2021,20608
VA,Virginia,22/01/2021,22459
VA,Virginia,23/01/2021,23485
VA,Virginia,24/01/2021,23729
VA,Virginia,25/01/2021,25249
VA,Virginia,26/01/2021,38276
VA,Virginia,27/01/2021,40808
VA,Virginia,28/01/2021,43758
VA,Virginia,29/01/2021,46189
VA,Virginia,30/01/2021,50946
VA,Virginia,31/01/2021,54508
VA,Virginia,01/02/2021,55407
VA,Virginia,02/02/2021,43769
VA,Virginia,03/02/2021,41989
VA,Virginia,04/02/2021,40095
VA,Virginia,05/02/2021,38440
VA,Virginia,06/02/2021,38094
VA,Virginia,07/02/2021,38593
VA,Virginia,08/02/2021,37831
VA,Virginia,09/02/2021,37197
VA,Virginia,10/02/2021,37771
VA,Virginia,11/02/2021,39162
VA,Virginia,12/02/2021,40141
VA,Virginia,13/02/2021,39675
VA,Virginia,14/02/2021,35980
VA,Virginia,15/02/2021,36818
VA,Virginia,16/02/2021,38559
VA,Virginia,17/02/2021,38966
VA,Virginia,18/02/2021,40084
VA,Virginia,19/02/2021,52950
VA,Virginia,20/02/2021,48702
VA,Virginia,21/02/2021,50009
VA,Virginia,22/02/2021,48869
VA,Virginia,23/02/2021,47775
VA,Virginia,24/02/2021,49057
VA,Virginia,25/02/2021,49284
VA,Virginia,26/02/2021,39615
VA,Virginia,27/02/2021,47360
VA,Virginia,28/02/2021,54414
VA,Virginia,01/03/2021,57354
VA,Virginia,02/03/2021,57929
VA,Virginia,03/03/2021,59592
VA,Virginia,04/03/2021,62240
VA,Virginia,05/03/2021,59952
VA,Virginia,06/03/2021,55707
VA,Virginia,07/03/2021,51391
VA,Virginia,08/03/2021,49929
VA,Virginia,09/03/2021,54612
VA,Virginia,10/03/2021,56591
VA,Virginia,11/03/2021,57278
VA,Virginia,12/03/2021,58784
VA,Virginia,13/03/2021,62152
VA,Virginia,14/03/2021,63765
VA,Virginia,15/03/2021,66502
VA,Virginia,16/03/2021,61944
WA,Washington,13/01/2021,12671
WA,Washington,14/01/2021,14836
WA,Washington,15/01/2021,15680
WA,Washington,16/01/2021,16672
WA,Washington,17/01/2021,17267
WA,Washington,18/01/2021,17664
WA,Washington,19/01/2021,17948
WA,Washington,20/01/2021,19790
WA,Washington,21/01/2021,21169
WA,Washington,22/01/2021,22933
WA,Washington,23/01/2021,24963
WA,Washington,24/01/2021,23926
WA,Washington,25/01/2021,26748
WA,Washington,26/01/2021,26630
WA,Washington,27/01/2021,26811
WA,Washington,28/01/2021,28245
WA,Washington,29/01/2021,29134
WA,Washington,30/01/2021,29565
WA,Washington,31/01/2021,33566
WA,Washington,01/02/2021,33117
WA,Washington,02/02/2021,33451
WA,Washington,03/02/2021,33073
WA,Washington,04/02/2021,32318
WA,Washington,05/02/2021,31553
WA,Washington,06/02/2021,31975
WA,Washington,07/02/2021,31539
WA,Washington,08/02/2021,31046
WA,Washington,09/02/2021,29919
WA,Washington,10/02/2021,34713
WA,Washington,11/02/2021,34669
WA,Washington,12/02/2021,36081
WA,Washington,13/02/2021,36287
WA,Washington,14/02/2021,37336
WA,Washington,15/02/2021,35136
WA,Washington,16/02/2021,35726
WA,Washington,17/02/2021,30996
WA,Washington,18/02/2021,30817
WA,Washington,19/02/2021,40241
WA,Washington,20/02/2021,40779
WA,Washington,21/02/2021,39719
WA,Washington,22/02/2021,42211
WA,Washington,23/02/2021,41755
WA,Washington,24/02/2021,41214
WA,Washington,25/02/2021,43809
WA,Washington,26/02/2021,35285
WA,Washington,27/02/2021,37087
WA,Washington,28/02/2021,40672
WA,Washington,01/03/2021,45811
WA,Washington,02/03/2021,49655
WA,Washington,03/03/2021,53397
WA,Washington,04/03/2021,54350
WA,Washington,05/03/2021,55977
WA,Washington,06/03/2021,57804
WA,Washington,07/03/2021,59244
WA,Washington,08/03/2021,59036
WA,Washington,09/03/2021,59146
WA,Washington,10/03/2021,59317
WA,Washington,11/03/2021,62656
WA,Washington,12/03/2021,62964
WA,Washington,13/03/2021,61473
WA,Washington,14/03/2021,59802
WA,Washington,15/03/2021,58966
WA,Washington,16/03/2021,58644
WV,West Virginia,13/01/2021,7379
WV,West Virginia,14/01/2021,7665
WV,West Virginia,15/01/2021,10292
WV,West Virginia,16/01/2021,8872
WV,West Virginia,17/01/2021,8020
WV,West Virginia,18/01/2021,7452
WV,West Virginia,19/01/2021,7047
WV,West Virginia,20/01/2021,6845
WV,West Virginia,21/01/2021,6984
WV,West Virginia,22/01/2021,6651
WV,West Virginia,23/01/2021,8004
WV,West Virginia,24/01/2021,8493
WV,West Virginia,25/01/2021,7992
WV,West Virginia,26/01/2021,8262
WV,West Virginia,27/01/2021,8044
WV,West Virginia,28/01/2021,8151
WV,West Virginia,29/01/2021,8457
WV,West Virginia,30/01/2021,8794
WV,West Virginia,31/01/2021,8127
WV,West Virginia,01/02/2021,8048
WV,West Virginia,02/02/2021,7673
WV,West Virginia,03/02/2021,7591
WV,West Virginia,04/02/2021,7450
WV,West Virginia,05/02/2021,7408
WV,West Virginia,06/02/2021,8353
WV,West Virginia,07/02/2021,8896
WV,West Virginia,08/02/2021,9009
WV,West Virginia,09/02/2021,9030
WV,West Virginia,10/02/2021,9216
WV,West Virginia,11/02/2021,9147
WV,West Virginia,12/02/2021,8515
WV,West Virginia,13/02/2021,8749
WV,West Virginia,14/02/2021,9220
WV,West Virginia,15/02/2021,9532
WV,West Virginia,16/02/2021,9461
WV,West Virginia,17/02/2021,9062
WV,West Virginia,18/02/2021,8965
WV,West Virginia,19/02/2021,12741
WV,West Virginia,20/02/2021,11711
WV,West Virginia,21/02/2021,10990
WV,West Virginia,22/02/2021,10783
WV,West Virginia,23/02/2021,11000
WV,West Virginia,24/02/2021,11210
WV,West Virginia,25/02/2021,11715
WV,West Virginia,26/02/2021,8757
WV,West Virginia,27/02/2021,9710
WV,West Virginia,28/02/2021,9826
WV,West Virginia,01/03/2021,9780
WV,West Virginia,02/03/2021,9413
WV,West Virginia,03/03/2021,9568
WV,West Virginia,04/03/2021,9702
WV,West Virginia,05/03/2021,10366
WV,West Virginia,06/03/2021,9723
WV,West Virginia,07/03/2021,9878
WV,West Virginia,08/03/2021,9765
WV,West Virginia,09/03/2021,9973
WV,West Virginia,10/03/2021,9951
WV,West Virginia,11/03/2021,10386
WV,West Virginia,12/03/2021,11052
WV,West Virginia,13/03/2021,12176
WV,West Virginia,14/03/2021,11842
WV,West Virginia,15/03/2021,11953
WV,West Virginia,16/03/2021,11901
WI,Wisconsin,13/01/2021,0
WI,Wisconsin,14/01/2021,6351
WI,Wisconsin,15/01/2021,10850
WI,Wisconsin,16/01/2021,10868
WI,Wisconsin,17/01/2021,10880
WI,Wisconsin,18/01/2021,10887
WI,Wisconsin,19/01/2021,10892
WI,Wisconsin,20/01/2021,12177
WI,Wisconsin,21/01/2021,12686
WI,Wisconsin,22/01/2021,13003
WI,Wisconsin,23/01/2021,14986
WI,Wisconsin,24/01/2021,16663
WI,Wisconsin,25/01/2021,16186
WI,Wisconsin,26/01/2021,14943
WI,Wisconsin,27/01/2021,16147
WI,Wisconsin,28/01/2021,17594
WI,Wisconsin,29/01/2021,20864
WI,Wisconsin,30/01/2021,23517
WI,Wisconsin,31/01/2021,26110
WI,Wisconsin,01/02/2021,28216
WI,Wisconsin,02/02/2021,29134
WI,Wisconsin,03/02/2021,30379
WI,Wisconsin,04/02/2021,26714
WI,Wisconsin,05/02/2021,26898
WI,Wisconsin,06/02/2021,26856
WI,Wisconsin,07/02/2021,35924
WI,Wisconsin,08/02/2021,35695
WI,Wisconsin,09/02/2021,35326
WI,Wisconsin,10/02/2021,35504
WI,Wisconsin,11/02/2021,39623
WI,Wisconsin,12/02/2021,38475
WI,Wisconsin,13/02/2021,39698
WI,Wisconsin,14/02/2021,30412
WI,Wisconsin,15/02/2021,30043
WI,Wisconsin,16/02/2021,31768
WI,Wisconsin,17/02/2021,30827
WI,Wisconsin,18/02/2021,30553
WI,Wisconsin,19/02/2021,38988
WI,Wisconsin,20/02/2021,38929
WI,Wisconsin,21/02/2021,39315
WI,Wisconsin,22/02/2021,39824
WI,Wisconsin,23/02/2021,38279
WI,Wisconsin,24/02/2021,38605
WI,Wisconsin,25/02/2021,39149
WI,Wisconsin,26/02/2021,31793
WI,Wisconsin,27/02/2021,33258
WI,Wisconsin,28/02/2021,34279
WI,Wisconsin,01/03/2021,35514
WI,Wisconsin,02/03/2021,37365
WI,Wisconsin,03/03/2021,38650
WI,Wisconsin,04/03/2021,40300
WI,Wisconsin,05/03/2021,42401
WI,Wisconsin,06/03/2021,42845
WI,Wisconsin,07/03/2021,42786
WI,Wisconsin,08/03/2021,43428
WI,Wisconsin,09/03/2021,41608
WI,Wisconsin,10/03/2021,40936
WI,Wisconsin,11/03/2021,40802
WI,Wisconsin,12/03/2021,41145
WI,Wisconsin,13/03/2021,50069
WI,Wisconsin,14/03/2021,43257
WI,Wisconsin,15/03/2021,43283
WI,Wisconsin,16/03/2021,45496
WY,Wyoming,13/01/2021,1327
WY,Wyoming,14/01/2021,1654
WY,Wyoming,15/01/2021,2093
WY,Wyoming,16/01/2021,1902
WY,Wyoming,17/01/2021,1787
WY,Wyoming,18/01/2021,1710
WY,Wyoming,19/01/2021,1656
WY,Wyoming,20/01/2021,1645
WY,Wyoming,21/01/2021,1362
WY,Wyoming,22/01/2021,1686
WY,Wyoming,23/01/2021,1927
WY,Wyoming,24/01/2021,2200
WY,Wyoming,25/01/2021,2061
WY,Wyoming,26/01/2021,1897
WY,Wyoming,27/01/2021,2017
WY,Wyoming,28/01/2021,2017
WY,Wyoming,29/01/2021,2088
WY,Wyoming,30/01/2021,1658
WY,Wyoming,31/01/2021,2317
WY,Wyoming,01/02/2021,2509
WY,Wyoming,02/02/2021,2526
WY,Wyoming,03/02/2021,2479
WY,Wyoming,04/02/2021,2479
WY,Wyoming,05/02/2021,2607
WY,Wyoming,06/02/2021,3242
WY,Wyoming,07/02/2021,2119
WY,Wyoming,08/02/2021,2534
WY,Wyoming,09/02/2021,2491
WY,Wyoming,10/02/2021,2677
WY,Wyoming,11/02/2021,2677
WY,Wyoming,12/02/2021,3103
WY,Wyoming,13/02/2021,2469
WY,Wyoming,14/02/2021,3892
WY,Wyoming,15/02/2021,3312
WY,Wyoming,16/02/2021,3390
WY,Wyoming,17/02/2021,2953
WY,Wyoming,18/02/2021,3702
WY,Wyoming,19/02/2021,5025
WY,Wyoming,20/02/2021,5703
WY,Wyoming,21/02/2021,4339
WY,Wyoming,22/02/2021,5142
WY,Wyoming,23/02/2021,5140
WY,Wyoming,24/02/2021,5169
WY,Wyoming,25/02/2021,5160
WY,Wyoming,26/02/2021,3038
WY,Wyoming,27/02/2021,3218
WY,Wyoming,28/02/2021,3847
WY,Wyoming,01/03/2021,3015
WY,Wyoming,02/03/2021,2945
WY,Wyoming,03/03/2021,3793
WY,Wyoming,04/03/2021,3093
WY,Wyoming,05/03/2021,3019
WY,Wyoming,06/03/2021,3702
WY,Wyoming,07/03/2021,3091
WY,Wyoming,08/03/2021,4120
WY,Wyoming,09/03/2021,4148
WY,Wyoming,10/03/2021,3895
WY,Wyoming,11/03/2021,3911
WY,Wyoming,12/03/2021,4646
WY,Wyoming,13/03/2021,4085
WY,Wyoming,14/03/2021,4839
WY,Wyoming,15/03/2021,3846
WY,Wyoming,16/03/2021,4022
